Chr1	0	500000	0.431776
Chr1	500000	1000000	0.429234
Chr1	1000000	1500000	0.440500
Chr1	1500000	2000000	0.447904
Chr1	2000000	2500000	0.433534
Chr1	2500000	3000000	0.435878
Chr1	3000000	3500000	0.434518
Chr1	3500000	4000000	0.436490
Chr1	4000000	4500000	0.422950
Chr1	4500000	5000000	0.420738
Chr1	5000000	5500000	0.420172
Chr1	5500000	6000000	0.435618
Chr1	6000000	6500000	0.447084
Chr1	6500000	7000000	0.431360
Chr1	7000000	7500000	0.435320
Chr1	7500000	8000000	0.444308
Chr1	8000000	8500000	0.435666
Chr1	8500000	9000000	0.427622
Chr1	9000000	9500000	0.429720
Chr1	9500000	10000000	0.423428
Chr1	10000000	10500000	0.436028
Chr1	10500000	11000000	0.438388
Chr1	11000000	11500000	0.429506
Chr1	11500000	12000000	0.419440
Chr1	12000000	12500000	0.434998
Chr1	12500000	13000000	0.436198
Chr1	13000000	13500000	0.424132
Chr1	13500000	14000000	0.432298
Chr1	14000000	14500000	0.443672
Chr1	14500000	15000000	0.432002
Chr1	15000000	15500000	0.425246
Chr1	15500000	16000000	0.430334
Chr1	16000000	16500000	0.430028
Chr1	16500000	17000000	0.442196
Chr1	17000000	17500000	0.435970
Chr1	17500000	18000000	0.417182
Chr1	18000000	18500000	0.423768
Chr1	18500000	19000000	0.460046
Chr1	19000000	19500000	0.443396
Chr1	19500000	20000000	0.424374
Chr1	20000000	20500000	0.427814
Chr1	20500000	21000000	0.430880
Chr1	21000000	21500000	0.431554
Chr1	21500000	22000000	0.444022
Chr1	22000000	22500000	0.419192
Chr1	22500000	23000000	0.439658
Chr1	23000000	23500000	0.443676
Chr1	23500000	24000000	0.429052
Chr1	24000000	24500000	0.431482
Chr1	24500000	25000000	0.433430
Chr1	25000000	25500000	0.438404
Chr1	25500000	26000000	0.429322
Chr1	26000000	26500000	0.439306
Chr1	26500000	27000000	0.433566
Chr1	27000000	27500000	0.433800
Chr1	27500000	28000000	0.437934
Chr1	28000000	28500000	0.433028
Chr1	28500000	29000000	0.452006
Chr1	29000000	29500000	0.444068
Chr1	29500000	30000000	0.432022
Chr1	30000000	30500000	0.447070
Chr1	30500000	31000000	0.440746
Chr1	31000000	31500000	0.445452
Chr1	31500000	32000000	0.436974
Chr1	32000000	32500000	0.445760
Chr1	32500000	33000000	0.458794
Chr1	33000000	33500000	0.443180
Chr1	33500000	34000000	0.441340
Chr1	34000000	34500000	0.427436
Chr1	34500000	35000000	0.444172
Chr1	35000000	35500000	0.446830
Chr1	35500000	36000000	0.456302
Chr1	36000000	36500000	0.439308
Chr1	36500000	37000000	0.445594
Chr1	37000000	37500000	0.438774
Chr1	37500000	38000000	0.439452
Chr1	38000000	38500000	0.445826
Chr1	38500000	39000000	0.438826
Chr1	39000000	39500000	0.443836
Chr1	39500000	40000000	0.453396
Chr1	40000000	40500000	0.429252
Chr1	40500000	41000000	0.433822
Chr1	41000000	41500000	0.453950
Chr1	41500000	42000000	0.423402
Chr1	42000000	42500000	0.409636
Chr1	42500000	43000000	0.441256
Chr1	43000000	43500000	0.450616
Chr1	43500000	44000000	0.434690
Chr1	44000000	44500000	0.421784
Chr1	44500000	44955313	0.431920
Chr2	0	500000	0.434150
Chr2	500000	1000000	0.429480
Chr2	1000000	1500000	0.421548
Chr2	1500000	2000000	0.435518
Chr2	2000000	2500000	0.449680
Chr2	2500000	3000000	0.437100
Chr2	3000000	3500000	0.436150
Chr2	3500000	4000000	0.417450
Chr2	4000000	4500000	0.411640
Chr2	4500000	5000000	0.423426
Chr2	5000000	5500000	0.419904
Chr2	5500000	6000000	0.435628
Chr2	6000000	6500000	0.416216
Chr2	6500000	7000000	0.421456
Chr2	7000000	7500000	0.427122
Chr2	7500000	8000000	0.413626
Chr2	8000000	8500000	0.447442
Chr2	8500000	9000000	0.428974
Chr2	9000000	9500000	0.407722
Chr2	9500000	10000000	0.426186
Chr2	10000000	10500000	0.427760
Chr2	10500000	11000000	0.424974
Chr2	11000000	11500000	0.438396
Chr2	11500000	12000000	0.433078
Chr2	12000000	12500000	0.422868
Chr2	12500000	13000000	0.429920
Chr2	13000000	13500000	0.433638
Chr2	13500000	14000000	0.439166
Chr2	14000000	14500000	0.430404
Chr2	14500000	15000000	0.429500
Chr2	15000000	15500000	0.448532
Chr2	15500000	16000000	0.433972
Chr2	16000000	16500000	0.442430
Chr2	16500000	17000000	0.451780
Chr2	17000000	17500000	0.439432
Chr2	17500000	18000000	0.418156
Chr2	18000000	18500000	0.435196
Chr2	18500000	19000000	0.435612
Chr2	19000000	19500000	0.424114
Chr2	19500000	20000000	0.445928
Chr2	20000000	20500000	0.417908
Chr2	20500000	21000000	0.422950
Chr2	21000000	21500000	0.428360
Chr2	21500000	22000000	0.429154
Chr2	22000000	22500000	0.433472
Chr2	22500000	23000000	0.428142
Chr2	23000000	23500000	0.431154
Chr2	23500000	24000000	0.436314
Chr2	24000000	24500000	0.436322
Chr2	24500000	25000000	0.449236
Chr2	25000000	25500000	0.453740
Chr2	25500000	26000000	0.443374
Chr2	26000000	26500000	0.442338
Chr2	26500000	27000000	0.447264
Chr2	27000000	27500000	0.435684
Chr2	27500000	28000000	0.435312
Chr2	28000000	28500000	0.439246
Chr2	28500000	29000000	0.437392
Chr2	29000000	29500000	0.451412
Chr2	29500000	30000000	0.451064
Chr2	30000000	30500000	0.452618
Chr2	30500000	31000000	0.447692
Chr2	31000000	31500000	0.436582
Chr2	31500000	32000000	0.438652
Chr2	32000000	32500000	0.459780
Chr2	32500000	33000000	0.439360
Chr2	33000000	33500000	0.441536
Chr2	33500000	34000000	0.454608
Chr2	34000000	34500000	0.450896
Chr2	34500000	35000000	0.436784
Chr2	35000000	35500000	0.437496
Chr2	35500000	36000000	0.431148
Chr2	36000000	36500000	0.433570
Chr2	36500000	37000000	0.433622
Chr2	37000000	37500000	0.435936
Chr2	37500000	37871753	0.444825
Chr3	0	500000	0.443216
Chr3	500000	1000000	0.440026
Chr3	1000000	1500000	0.439934
Chr3	1500000	2000000	0.442742
Chr3	2000000	2500000	0.453784
Chr3	2500000	3000000	0.446722
Chr3	3000000	3500000	0.446022
Chr3	3500000	4000000	0.434786
Chr3	4000000	4500000	0.434978
Chr3	4500000	5000000	0.438218
Chr3	5000000	5500000	0.442706
Chr3	5500000	6000000	0.430194
Chr3	6000000	6500000	0.434264
Chr3	6500000	7000000	0.435804
