Chr1	0	500000	1742	228391	500000	0.4567820
Chr1	500000	1000000	1201	233323	500000	0.4666460
Chr1	1000000	1500000	1530	205697	500000	0.4113940
Chr1	1500000	2000000	1309	197799	500000	0.3955980
Chr1	2000000	2500000	1443	191548	500000	0.3830960
Chr1	2500000	3000000	1356	161155	500000	0.3223100
Chr1	3000000	3500000	1309	187349	500000	0.3746980
Chr1	3500000	4000000	1413	167348	500000	0.3346960
Chr1	4000000	4500000	1491	145237	500000	0.2904740
Chr1	4500000	5000000	1577	169847	500000	0.3396940
Chr1	5000000	5500000	1673	224322	500000	0.4486440
Chr1	5500000	6000000	1556	199726	500000	0.3994520
Chr1	6000000	6500000	1413	294529	500000	0.5890580
Chr1	6500000	7000000	1536	172409	500000	0.3448180
Chr1	7000000	7500000	1532	200266	500000	0.4005320
Chr1	7500000	8000000	1509	197785	500000	0.3955700
Chr1	8000000	8500000	1682	219937	500000	0.4398740
Chr1	8500000	9000000	1723	218655	500000	0.4373100
Chr1	9000000	9500000	1535	213209	500000	0.4264180
Chr1	9500000	10000000	1491	235313	500000	0.4706260
Chr1	10000000	10500000	1587	258211	500000	0.5164220
Chr1	10500000	11000000	1605	276210	500000	0.5524200
Chr1	11000000	11500000	1542	278369	500000	0.5567380
Chr1	11500000	12000000	1665	281951	500000	0.5639020
Chr1	12000000	12500000	1465	340415	500000	0.6808300
Chr1	12500000	13000000	1556	287495	500000	0.5749900
Chr1	13000000	13500000	1666	303271	500000	0.6065420
Chr1	13500000	14000000	1712	346068	500000	0.6921360
Chr1	14000000	14500000	1242	385997	500000	0.7719940
Chr1	14500000	15000000	1565	326986	500000	0.6539720
Chr1	15000000	15500000	1593	254166	500000	0.5083320
Chr1	15500000	16000000	1581	318951	500000	0.6379020
Chr1	16000000	16500000	1457	358230	500000	0.7164600
Chr1	16500000	17000000	1426	385824	500000	0.7716480
Chr1	17000000	17500000	746	415568	500000	0.8311360
Chr1	17500000	18000000	201	499944	500000	0.9998880
Chr1	18000000	18500000	479	478512	500000	0.9570240
Chr1	18500000	19000000	1154	384512	500000	0.7690240
Chr1	19000000	19500000	1357	360302	500000	0.7206040
Chr1	19500000	20000000	1494	271055	500000	0.5421100
Chr1	20000000	20500000	1502	298727	500000	0.5974540
Chr1	20500000	21000000	1232	311033	500000	0.6220660
Chr1	21000000	21500000	1441	301329	500000	0.6026580
Chr1	21500000	22000000	1245	335876	500000	0.6717520
Chr1	22000000	22500000	1618	229133	500000	0.4582660
Chr1	22500000	23000000	1466	359458	500000	0.7189160
Chr1	23000000	23500000	1667	298789	500000	0.5975780
Chr1	23500000	24000000	1827	303412	500000	0.6068240
Chr1	24000000	24500000	1457	234534	500000	0.4690680
Chr1	24500000	25000000	1443	260403	500000	0.5208060
Chr1	25000000	25500000	1753	273744	500000	0.5474880
Chr1	25500000	26000000	1648	214554	500000	0.4291080
Chr1	26000000	26500000	1479	203197	500000	0.4063940
Chr1	26500000	27000000	1466	225232	500000	0.4504640
Chr1	27000000	27500000	1481	233611	500000	0.4672220
Chr1	27500000	28000000	1745	246925	500000	0.4938500
Chr1	28000000	28500000	1588	183571	500000	0.3671420
Chr1	28500000	29000000	1365	202109	500000	0.4042180
Chr1	29000000	29500000	1222	221069	500000	0.4421380
Chr1	29500000	30000000	1414	163676	500000	0.3273520
Chr1	30000000	30500000	1409	191783	500000	0.3835660
Chr1	30500000	31000000	1598	202154	500000	0.4043080
Chr1	31000000	31500000	1205	234330	500000	0.4686600
Chr1	31500000	32000000	1435	222954	500000	0.4459080
Chr1	32000000	32500000	1559	194150	500000	0.3883000
Chr1	32500000	33000000	1292	226775	500000	0.4535500
Chr1	33000000	33500000	1289	193061	500000	0.3861220
Chr1	33500000	34000000	1336	177645	500000	0.3552900
Chr1	34000000	34500000	1170	142708	500000	0.2854160
Chr1	34500000	35000000	1361	183661	500000	0.3673220
Chr1	35000000	35500000	1518	234054	500000	0.4681080
Chr1	35500000	36000000	1405	280178	500000	0.5603560
Chr1	36000000	36500000	1409	171489	500000	0.3429780
Chr1	36500000	37000000	1444	202094	500000	0.4041880
Chr1	37000000	37500000	1273	180282	500000	0.3605640
Chr1	37500000	38000000	1352	200158	500000	0.4003160
Chr1	38000000	38500000	1414	195759	500000	0.3915180
Chr1	38500000	39000000	1330	208886	500000	0.4177720
Chr1	39000000	39500000	1298	169118	500000	0.3382360
Chr1	39500000	40000000	1246	162776	500000	0.3255520
Chr1	40000000	40500000	1393	202877	500000	0.4057540
Chr1	40500000	41000000	1201	158612	500000	0.3172240
Chr1	41000000	41500000	1032	200813	500000	0.4016260
Chr1	41500000	42000000	1360	143384	500000	0.2867680
Chr1	42000000	42500000	1593	154143	500000	0.3082860
Chr1	42500000	43000000	1304	176506	500000	0.3530120
Chr1	43000000	43500000	1303	245980	500000	0.4919600
Chr1	43500000	44000000	1394	188957	500000	0.3779140
Chr1	44000000	44500000	1305	141700	500000	0.2834000
Chr1	44500000	44955313	1697	192455	455313	0.4226873
Chr2	0	500000	1500	217676	500000	0.4353520
Chr2	500000	1000000	1080	149671	500000	0.2993420
Chr2	1000000	1500000	1223	142293	500000	0.2845860
Chr2	1500000	2000000	1107	142360	500000	0.2847200
Chr2	2000000	2500000	1238	316036	500000	0.6320720
Chr2	2500000	3000000	1063	219595	500000	0.4391900
Chr2	3000000	3500000	1256	184385	500000	0.3687700
Chr2	3500000	4000000	1598	217647	500000	0.4352940
Chr2	4000000	4500000	1505	153976	500000	0.3079520
Chr2	4500000	5000000	1639	230603	500000	0.4612060
Chr2	5000000	5500000	1349	163575	500000	0.3271500
Chr2	5500000	6000000	1444	210257	500000	0.4205140
Chr2	6000000	6500000	1534	229142	500000	0.4582840
Chr2	6500000	7000000	1749	227833	500000	0.4556660
Chr2	7000000	7500000	1588	276993	500000	0.5539860
Chr2	7500000	8000000	1955	234229	500000	0.4684580
Chr2	8000000	8500000	1154	397993	500000	0.7959860
Chr2	8500000	9000000	1592	229231	500000	0.4584620
Chr2	9000000	9500000	1775	232515	500000	0.4650300
Chr2	9500000	10000000	1503	332108	500000	0.6642160
Chr2	10000000	10500000	1628	257185	500000	0.5143700
Chr2	10500000	11000000	1394	304844	500000	0.6096880
Chr2	11000000	11500000	1396	290490	500000	0.5809800
Chr2	11500000	12000000	1407	342486	500000	0.6849720
Chr2	12000000	12500000	1479	288287	500000	0.5765740
Chr2	12500000	13000000	1303	307480	500000	0.6149600
Chr2	13000000	13500000	1362	321389	500000	0.6427780
Chr2	13500000	14000000	1400	346752	500000	0.6935040
Chr2	14000000	14500000	1146	446692	500000	0.8933840
Chr2	14500000	15000000	718	461487	500000	0.9229740
Chr2	15000000	15500000	1009	411318	500000	0.8226360
Chr2	15500000	16000000	1302	405465	500000	0.8109300
Chr2	16000000	16500000	1074	422264	500000	0.8445280
Chr2	16500000	17000000	1074	397669	500000	0.7953380
Chr2	17000000	17500000	1386	313558	500000	0.6271160
Chr2	17500000	18000000	1610	240758	500000	0.4815160
Chr2	18000000	18500000	1536	352990	500000	0.7059800
Chr2	18500000	19000000	1533	343880	500000	0.6877600
Chr2	19000000	19500000	1458	276585	500000	0.5531700
Chr2	19500000	20000000	1533	346591	500000	0.6931820
Chr2	20000000	20500000	1788	270922	500000	0.5418440
Chr2	20500000	21000000	1732	250116	500000	0.5002320
Chr2	21000000	21500000	1616	234391	500000	0.4687820
Chr2	21500000	22000000	1607	240310	500000	0.4806200
Chr2	22000000	22500000	1402	337313	500000	0.6746260
Chr2	22500000	23000000	1355	215481	500000	0.4309620
Chr2	23000000	23500000	1445	217623	500000	0.4352460
Chr2	23500000	24000000	2032	291997	500000	0.5839940
Chr2	24000000	24500000	1591	220125	500000	0.4402500
Chr2	24500000	25000000	1409	265339	500000	0.5306780
Chr2	25000000	25500000	1243	257504	500000	0.5150080
Chr2	25500000	26000000	1240	179198	500000	0.3583960
Chr2	26000000	26500000	1366	239207	500000	0.4784140
Chr2	26500000	27000000	1373	231632	500000	0.4632640
Chr2	27000000	27500000	1536	217758	500000	0.4355160
Chr2	27500000	28000000	1453	177840	500000	0.3556800
Chr2	28000000	28500000	1633	207566	500000	0.4151320
Chr2	28500000	29000000	1317	216596	500000	0.4331920
Chr2	29000000	29500000	1285	186185	500000	0.3723700
Chr2	29500000	30000000	1491	240765	500000	0.4815300
Chr2	30000000	30500000	1369	200137	500000	0.4002740
Chr2	30500000	31000000	1334	201961	500000	0.4039220
Chr2	31000000	31500000	1216	194929	500000	0.3898580
Chr2	31500000	32000000	1201	178688	500000	0.3573760
Chr2	32000000	32500000	1149	229200	500000	0.4584000
Chr2	32500000	33000000	1220	171180	500000	0.3423600
Chr2	33000000	33500000	1228	149771	500000	0.2995420
Chr2	33500000	34000000	1084	172097	500000	0.3441940
Chr2	34000000	34500000	1178	186021	500000	0.3720420
Chr2	34500000	35000000	1383	176163	500000	0.3523260
Chr2	35000000	35500000	1165	211525	500000	0.4230500
Chr2	35500000	36000000	1247	151414	500000	0.3028280
Chr2	36000000	36500000	1254	175392	500000	0.3507840
Chr2	36500000	37000000	1264	149156	500000	0.2983120
Chr2	37000000	37500000	1043	129067	500000	0.2581340
Chr2	37500000	37871753	1027	139097	371753	0.3741651
Chr3	0	500000	1690	250501	500000	0.5010020
Chr3	500000	1000000	1004	138823	500000	0.2776460
Chr3	1000000	1500000	1138	176212	500000	0.3524240
Chr3	1500000	2000000	1035	138360	500000	0.2767200
Chr3	2000000	2500000	1198	207582	500000	0.4151640
Chr3	2500000	3000000	1116	176402	500000	0.3528040
Chr3	3000000	3500000	1224	189120	500000	0.3782400
Chr3	3500000	4000000	1329	143142	500000	0.2862840
Chr3	4000000	4500000	1313	134453	500000	0.2689060
Chr3	4500000	5000000	1326	182954	500000	0.3659080
Chr3	5000000	5500000	1214	189264	500000	0.3785280
Chr3	5500000	6000000	1218	133485	500000	0.2669700
Chr3	6000000	6500000	1242	139310	500000	0.2786200
Chr3	6500000	7000000	1328	158360	500000	0.3167200
Chr3	7000000	7500000	1150	215012	500000	0.4300240
Chr3	7500000	8000000	1301	175282	500000	0.3505640
Chr3	8000000	8500000	1222	259063	500000	0.5181260
Chr3	8500000	9000000	1165	215723	500000	0.4314460
Chr3	9000000	9500000	1174	208963	500000	0.4179260
Chr3	9500000	10000000	1488	172717	500000	0.3454340
